                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.61275,                 1.1691,                0.98615,                0.93757,                0.98902,                  0.995,                0.78261,                0.73498,                 1.8402,                 1.1695,              0.0010577,              0.0010577,              0.0010577
                     31,                0.45819,                0.87295,                0.92219,                0.94352,                0.98915,                  0.995,                0.81783,                0.65252,                 1.7321,                 1.1184,              0.0010781,              0.0010781,              0.0010781
                     32,                 0.6026,                 1.0249,                 1.0472,                0.98184,                  0.875,                0.95333,                0.83297,                0.52088,                 1.8629,                  1.019,              0.0010976,              0.0010976,              0.0010976
                     33,                0.57538,                 1.0942,                 1.0582,                0.98184,                  0.875,                0.95333,                0.83297,                0.52088,                 1.8629,                  1.019,              0.0011161,              0.0011161,              0.0011161
                     34,                 0.4794,                 0.8662,                0.94416,                0.73408,                  0.875,                 0.8825,                 0.7372,                0.67981,                 2.8734,                 1.1508,              0.0011224,              0.0011224,              0.0011224
                     35,                0.52409,                  0.969,                0.98539,                      1,                0.96655,                  0.995,                0.70879,                0.93347,                  2.573,                 1.6503,              0.0011059,              0.0011059,              0.0011059
                     36,                0.53297,                 1.2465,                 1.0709,                0.86636,                0.98788,                  0.995,                0.76073,                0.95836,                  2.245,                 1.5531,              0.0010894,              0.0010894,              0.0010894
                     37,                0.51779,                0.88436,                0.93225,                0.86636,                0.98788,                  0.995,                0.76073,                0.95836,                  2.245,                 1.5531,              0.0010729,              0.0010729,              0.0010729
                     38,                0.55984,                0.94047,                0.99245,                0.72767,                0.97869,                  0.995,                0.75207,                0.90547,                 2.4935,                 1.5318,              0.0010564,              0.0010564,              0.0010564
                     39,                0.57419,                  1.041,                 1.0493,                0.79694,                0.96125,                  0.995,                0.72974,                0.82156,                 3.0787,                 1.1959,              0.0010399,              0.0010399,              0.0010399
                     40,                  0.496,                0.97197,                0.97346,                0.85367,                      1,                  0.995,                 0.7124,                0.80735,                 2.8243,                 1.1426,              0.0010234,              0.0010234,              0.0010234
                     41,                0.52186,                0.94305,                0.95936,                0.85367,                      1,                  0.995,                 0.7124,                0.80735,                 2.8243,                 1.1426,              0.0010069,              0.0010069,              0.0010069
                     42,                0.66877,                 1.0114,                 1.1077,                0.96947,                      1,                  0.995,                0.73908,                0.83871,                 2.3103,                 1.2705,             0.00099036,             0.00099036,             0.00099036
                     43,                0.55005,                0.87901,                 1.0332,                0.91668,                  0.875,                0.87016,                0.63615,                0.98693,                 2.0355,                 1.6033,             0.00097386,             0.00097386,             0.00097386
                     44,                 0.4419,                0.83903,                0.96917,                0.73773,                0.73868,                0.76599,                0.61655,                0.93799,                 1.9083,                 1.6737,             0.00095736,             0.00095736,             0.00095736
                     45,                0.52534,                 0.8692,                 0.9877,                0.73773,                0.73868,                0.76599,                0.61655,                0.93799,                 1.9083,                 1.6737,             0.00094085,             0.00094085,             0.00094085
                     46,                0.59563,                0.82814,                 1.0303,                0.93725,                  0.625,                0.67472,                0.54731,                 1.1253,                 1.9095,                 2.0751,             0.00092435,             0.00092435,             0.00092435
                     47,                0.54125,                0.78107,                0.96585,                0.88983,                   0.75,                0.79229,                0.57537,                 1.0291,                  1.987,                 1.6885,             0.00090785,             0.00090785,             0.00090785
                     48,                0.53973,                0.82343,                 1.0028,                0.82911,                      1,                  0.945,                0.75585,                0.80589,                 1.8757,                 1.2738,             0.00089134,             0.00089134,             0.00089134
                     49,                0.50461,                0.76709,                0.98361,                0.82911,                      1,                  0.945,                0.75585,                0.80589,                 1.8757,                 1.2738,             0.00087484,             0.00087484,             0.00087484
                     50,                0.58161,                0.85927,                0.95428,                0.97832,                0.95678,                  0.995,                0.79121,                0.85246,                 1.6863,                 1.1695,             0.00085834,             0.00085834,             0.00085834
                     51,                0.62308,                 0.9514,                0.98009,                0.85663,                      1,                   0.97,                0.76862,                0.73972,                 1.5762,                 1.1041,             0.00084184,             0.00084184,             0.00084184
                     52,                0.48578,                0.75381,                0.96454,                0.87135,                      1,                   0.97,                0.80576,                0.64789,                 1.5193,                 1.0929,             0.00082533,             0.00082533,             0.00082533
                     53,                0.54099,                0.80034,                0.95268,                0.87135,                      1,                   0.97,                0.80576,                0.64789,                 1.5193,                 1.0929,             0.00080883,             0.00080883,             0.00080883
                     54,                0.53188,                 0.8552,                0.98166,                0.94401,                  0.875,                0.95333,                0.78826,                0.71996,                 1.4574,                 1.2398,             0.00079233,             0.00079233,             0.00079233
                     55,                0.65239,                 1.0655,                 1.1057,                0.86915,                      1,                   0.97,                0.77149,                0.67008,                 1.4037,                 1.2092,             0.00077582,             0.00077582,             0.00077582
                     56,                0.49042,                0.92135,                0.97727,                0.89574,                      1,                  0.995,                0.77514,                0.67782,                   1.24,                 1.1251,             0.00075932,             0.00075932,             0.00075932
                     57,                 0.4571,                0.79413,                0.96358,                0.89574,                      1,                  0.995,                0.77514,                0.67782,                   1.24,                 1.1251,             0.00074282,             0.00074282,             0.00074282
                     58,                0.45793,                0.69035,                0.94579,                0.96896,                      1,                  0.995,                0.84868,                0.67199,                 1.1745,                 1.1251,             0.00072631,             0.00072631,             0.00072631
                     59,                  0.477,                0.70456,                0.98657,                0.97584,                      1,                  0.995,                0.84254,                0.61851,                 1.0005,                 1.0505,             0.00070981,             0.00070981,             0.00070981
                     60,                0.51722,                0.85036,                0.98974,                0.97464,                      1,                  0.995,                0.84254,                0.63652,                0.99873,                 1.0941,             0.00069331,             0.00069331,             0.00069331
                     61,                0.52258,                0.77568,                0.97236,                0.97464,                      1,                  0.995,                0.84254,                0.63652,                0.99873,                 1.0941,              0.0006768,              0.0006768,              0.0006768
                     62,                0.61632,                0.91875,                 1.0716,                0.97374,                      1,                  0.995,                0.84254,                0.64538,                0.96992,                 1.1181,              0.0006603,              0.0006603,              0.0006603
                     63,                0.44334,                0.73002,                0.91545,                0.96897,                      1,                  0.995,                0.83941,                0.65641,                0.99093,                 1.1476,              0.0006438,              0.0006438,              0.0006438
                     64,                0.45629,                0.66649,                0.95289,                0.96848,                      1,                  0.995,                0.84883,                0.65878,                 1.0047,                 1.1753,             0.00062729,             0.00062729,             0.00062729
                     65,                0.46851,                0.71886,                0.90991,                0.96848,                      1,                  0.995,                0.84883,                0.65878,                 1.0047,                 1.1753,             0.00061079,             0.00061079,             0.00061079
                     66,                0.46263,                0.71687,                0.93594,                0.95725,                      1,                  0.995,                0.85189,                0.65165,                 1.0145,                 1.1661,             0.00059429,             0.00059429,             0.00059429
                     67,                 0.4702,                0.71448,                0.97593,                0.95666,                      1,                  0.995,                0.87863,                0.61219,                0.99096,                 1.0901,             0.00057778,             0.00057778,             0.00057778
                     68,                0.45831,                0.68091,                0.93488,                 0.9573,                      1,                  0.995,                0.86418,                0.56572,                 1.0267,                 1.0158,             0.00056128,             0.00056128,             0.00056128
                     69,                0.54711,                0.72297,                0.98748,                 0.9573,                      1,                  0.995,                0.86418,                0.56572,                 1.0267,                 1.0158,             0.00054478,             0.00054478,             0.00054478
                     70,                0.43652,                0.66028,                0.95075,                0.96126,                      1,                  0.995,                 0.8828,                0.54121,                0.99888,                0.98452,             0.00052827,             0.00052827,             0.00052827
                     71,                0.55286,                0.75055,                 1.0122,                 0.9736,                      1,                  0.995,                0.90755,                0.51554,                0.96155,                0.94307,             0.00051177,             0.00051177,             0.00051177
                     72,                0.49866,                0.69438,                0.90264,                0.98058,                      1,                  0.995,                0.90755,                0.47015,                0.89903,                0.90405,             0.00049527,             0.00049527,             0.00049527
                     73,                0.47451,                0.69558,                0.93125,                0.98058,                      1,                  0.995,                0.90755,                0.47015,                0.89903,                0.90405,             0.00047876,             0.00047876,             0.00047876
                     74,                0.48512,                0.74624,                0.96411,                0.98532,                      1,                  0.995,                 0.9013,                0.46868,                0.86022,                0.90427,             0.00046226,             0.00046226,             0.00046226
                     75,                0.38752,                0.64434,                0.93131,                0.98556,                      1,                  0.995,                0.90756,                 0.4804,                  0.856,                0.93009,             0.00044576,             0.00044576,             0.00044576
                     76,                0.41147,                0.71423,                0.96362,                0.98607,                      1,                  0.995,                0.92005,                0.47131,                0.86785,                0.92528,             0.00042925,             0.00042925,             0.00042925
                     77,                0.44258,                0.71287,                0.94488,                0.98607,                      1,                  0.995,                0.92005,                0.47131,                0.86785,                0.92528,             0.00041275,             0.00041275,             0.00041275
                     78,                0.39538,                 0.5949,                0.91372,                0.98579,                      1,                  0.995,                0.91403,                0.46705,                  0.889,                0.91174,             0.00039625,             0.00039625,             0.00039625
                     79,                0.41248,                0.60752,                0.89712,                0.98552,                      1,                  0.995,                0.87668,                0.46494,                0.89843,                0.91253,             0.00037974,             0.00037974,             0.00037974
                     80,                0.40646,                0.60624,                0.93238,                0.98501,                      1,                  0.995,                0.89849,                0.44214,                0.87477,                0.89076,             0.00036324,             0.00036324,             0.00036324
                     81,                0.38946,                 0.6244,                0.88574,                0.98501,                      1,                  0.995,                0.89849,                0.44214,                0.87477,                0.89076,             0.00034674,             0.00034674,             0.00034674
                     82,                0.43418,                0.70289,                 0.9357,                 0.9867,                      1,                  0.995,                0.91507,                0.42318,                0.85289,                0.86085,             0.00033023,             0.00033023,             0.00033023
                     83,                0.38673,                0.61357,                0.90181,                0.98527,                      1,                  0.995,                0.94935,                0.41746,                0.85424,                0.84949,             0.00031373,             0.00031373,             0.00031373
                     84,                 0.3603,                0.88194,                0.92994,                0.98831,                      1,                  0.995,                0.92652,                0.41332,                0.85339,                0.84638,             0.00029723,             0.00029723,             0.00029723
                     85,                0.41187,                0.60033,                0.94986,                0.98831,                      1,                  0.995,                0.92652,                0.41332,                0.85339,                0.84638,             0.00028072,             0.00028072,             0.00028072
                     86,                0.35194,                0.57775,                 0.8818,                0.98711,                      1,                  0.995,                0.92027,                0.41842,                0.84539,                0.86164,             0.00026422,             0.00026422,             0.00026422
                     87,                0.34943,                0.60164,                0.87776,                0.98626,                      1,                  0.995,                0.93254,                0.41518,                0.82072,                0.87591,             0.00024772,             0.00024772,             0.00024772
                     88,                0.33078,                0.55984,                0.88942,                0.98659,                      1,                  0.995,                0.93578,                0.40995,                0.80453,                 0.8923,             0.00023121,             0.00023121,             0.00023121
                     89,                0.39045,                0.60532,                0.89096,                0.98659,                      1,                  0.995,                0.93578,                0.40995,                0.80453,                 0.8923,             0.00021471,             0.00021471,             0.00021471
                     90,                0.39649,                0.59464,                0.91517,                0.98635,                      1,                  0.995,                0.92641,                0.40458,                0.81317,                0.89082,             0.00019821,             0.00019821,             0.00019821
                     91,                0.28204,                0.84925,                0.86767,                0.98598,                      1,                  0.995,                0.90778,                0.41399,                0.81751,                0.89897,              0.0001817,              0.0001817,              0.0001817
                     92,                0.32437,                0.85823,                0.84477,                0.98614,                      1,                  0.995,                0.92003,                0.42641,                0.84047,                0.89992,              0.0001652,              0.0001652,              0.0001652
                     93,                0.28169,                0.87132,                0.89797,                0.98614,                      1,                  0.995,                0.92003,                0.42641,                0.84047,                0.89992,              0.0001487,              0.0001487,              0.0001487
                     94,                0.27304,                0.80816,                0.84958,                0.98546,                      1,                  0.995,                0.92003,                0.44831,                0.87943,                0.91726,             0.00013219,             0.00013219,             0.00013219
                     95,                 0.2796,                0.77103,                0.83147,                0.98517,                      1,                  0.995,                0.90755,                0.46766,                0.90331,                0.93433,             0.00011569,             0.00011569,             0.00011569
                     96,                0.24658,                0.80414,                0.90289,                0.98521,                      1,                  0.995,                0.90755,                0.46304,                0.92618,                0.94089,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.25729,                0.81213,                0.85748,                0.98521,                      1,                  0.995,                0.90755,                0.46304,                0.92618,                0.94089,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.24481,                 0.9306,                0.84359,                0.98562,                      1,                  0.995,                0.90755,                0.45427,                 0.9315,                0.93728,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.24953,                0.77727,                0.82124,                0.98565,                      1,                  0.995,                0.92003,                0.44676,                0.93699,                0.93421,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.30474,                 1.0641,                0.87373,                0.98601,                      1,                  0.995,                0.90755,                0.44002,                0.93754,                0.92616,             3.3173e-05,             3.3173e-05,             3.3173e-05
